15855,sink___table___mirror_for_bathroom_10977,-1.616213,2.071357,-2.38E-07,0
26918,Bed_150x200_cm_16660,-1.374913,-1.306244,1.19E-07,0
27868,End_Table_10900,-1.636114,-0.1888435,2.98E-08,0
29035,"18""x22""x22""",-1.636114,-2.474844,2.38E-07,0
32063,"18""x22""x22""",-4.651514,-1.408044,1.19E-07,0
