15855,sink___table___mirror_for_bathroom_10977,5.302536232,6.795789113,0,0
26918,Bed_150x200_cm_16660,4.510869565,-4.285575716,0,0
27868,End_Table_10900,5.367824946,-0.619565217,0,90
29035,"18""x22""x22""",5.367824946,-8.119565217,0,0
32063,"18""x22""x22""",15.26086957,-4.619565217,0,0
