15855,sink___table___mirror_for_bathroom_10977,6,6.795789113,0,0
26918,Bed_150x200_cm_16660,4.510869565,2,0,0
27868,End_Table_10900,7,-3,0,0
29035,"18""x22""x22""",8,-8.119565217,0,0
32063,"18""x22""x22""",15.26086957,12,0,90
